game.id,details.name,details.yearpublished,game.type,attributes.boardgamecategory,price.prices,details.maxplayers,details.minplayers,details.maxplaytime,details.playingtime,details.minplaytime,details.minage
3153,Fantasy Conflict,1991,boardgame,"Card Game,Fantasy,Fighting",15,4,2,90,90,90,8
3154,Nautilus,2002,boardgame,"City Building,Economic,Exploration,Nautical,Science Fiction","49.00, 53.59",4,2,120,120,120,12
3155,Lumberjack,2002,boardgame,"Abstract Strategy,Action / Dexterity",,5,2,20,20,20,8
3156,The Warriors of Batak,1982,boardgame,"Science Fiction,Wargame","6, 14, 18",2,2,90,90,90,12
3157,All-Star Baseball,1941,boardgame,Sports,"95, 90, 10",2,2,60,60,60,10
3158,The Home Stretch,1970,boardgame,"Racing,Sports",,0,0,60,60,60,8
3159,Zahltag,2002,boardgame,"Card Game,City Building",,4,2,45,45,30,10
3160,Holy War,1979,boardgame,"Science Fiction,Wargame","10, 10, 20",2,2,90,90,90,12
3161,Port Stanley: Battle for the Falklands,1984,boardgame,"Modern Warfare,Wargame",35,2,2,360,360,360,12
3162,Invasion of the Air-eaters,1979,boardgame,"Science Fiction,Wargame","20, 5",2,2,90,90,90,10
3163,Doom of the Eldar,1993,boardgame,"Science Fiction,Wargame",75,2,2,120,120,120,12
3164,Rigatoni Intriganti,1997,boardgame,Economic,,4,3,60,60,60,8
3165,Euro,0,boardgame,Card Game,,0,0,20,20,20,4
3167,The Whole Brain Game,2001,boardgame,"Children's Game,Educational,Party Game,Word Game",25,2,2,60,60,60,11
3168,Alexander's Generals,1992,boardgame,"Ancient,Fighting,Wargame","25, 10",6,2,180,180,180,12
3170,Horus Heresy,1993,boardgame,"Science Fiction,Wargame","109.99, 234.99",2,2,120,120,120,12
3171,Princess of Power Game,1985,boardgame,"Children's Game,Fantasy,Movies / TV / Radio theme",,4,2,20,20,20,8
3172,Herself the Elf: Elf-Fun Game,1983,boardgame,"Children's Game,Deduction,Exploration,Fantasy,Movies / TV / Radio theme",,4,2,30,30,30,6
3173,The World of Wall Street,1969,boardgame,Economic,"5, 5",6,2,45,45,45,12
3174,Titan Strike!,1979,boardgame,"Fighting,Science Fiction,Wargame",,2,2,90,90,90,10
3175,ElfQuest,1986,boardgame,"Adventure,Comic Book / Strip,Exploration,Fantasy","25, 15",5,2,90,90,90,10
3176,Quickit,1996,boardgame,"Abstract Strategy,Dice,Fantasy,Sports",,22,2,20,20,20,8
3177,Battle for Armageddon,1992,boardgame,"Print & Play,Science Fiction,Wargame","50, 75",2,2,120,120,120,14
3179,Action Test,1970,boardgame,"Action / Dexterity,Card Game,Educational",,3,3,20,20,20,6
3180,Soundbytes,1995,boardgame,"Electronic,Party Game",,0,3,60,60,60,10
3181,Farkle,1982,boardgame,Dice,"21.95, 17.99, 4, 5",8,2,30,30,30,8
3182,Paternoster,1990,boardgame,Memory,13,6,2,20,20,20,16
3183,Car Wars (fifth edition),2002,boardgame,"Dice,Racing,Transportation",,2,2,60,60,60,12
3184,Travellers' Tour Through the United States,1822,boardgame,"Travel,Trivia",,4,2,60,60,60,8
3186,The Famous Monarchs of England Card Game,1991,boardgame,Card Game,,6,2,60,60,60,8
3187,Clue Jr. Travel Game,1994,boardgame,"Children's Game,Deduction",,4,2,30,30,30,5
3188,Bionicle: Quest For The Masks CCG,2001,boardgame,"Abstract Strategy,Adventure,Card Game,Collectible Components",,4,2,60,60,60,12
3189,BAS-KET,1938,boardgame,"Action / Dexterity,Sports",,2,2,30,30,30,5
3190,Quixo,1995,boardgame,Abstract Strategy,"34.99, 38.00",4,2,15,15,15,6
3191,Juwelenzauber,1991,boardgame,Abstract Strategy,,4,1,30,30,30,10
3193,Oxford: Cambridge Boat Race,1997,boardgame,"Card Game,Nautical,Racing,Sports",12,5,3,45,45,45,7
3194,Dots,1998,boardgame,Card Game,,6,2,20,20,20,10
3195,Hydra,1991,boardgame,Animals,,6,2,25,25,25,8
3196,Denkste!,1998,boardgame,"Bluffing,Racing",,4,2,30,30,30,8
3197,Kopf oder Knopf,1992,boardgame,Abstract Strategy,20,2,2,20,20,20,10
3198,Hecht im Karpfenteich,1990,boardgame,Farming,,6,2,60,60,60,12
3200,Ruslan and Liudmila,1997,boardgame,Fantasy,,4,2,45,45,45,8
3201,Lord of the Rings: The Confrontation,2002,boardgame,"Adventure,Bluffing,Deduction,Fantasy,Movies / TV / Radio theme,Novel-based","59.99, 84.99, 20, 30",2,2,30,30,30,12
3202,RAF,1986,boardgame,"Aviation / Flight,Wargame,World War II","40, 40",1,1,180,180,180,12
3203,Contack,1939,boardgame,"Abstract Strategy,Card Game","3, 10",7,2,10,10,10,10
3204,PRO-GRIDIRON,1999,boardgame,"Abstract Strategy,Sports",,2,2,10,10,10,8
3205,Da geht was ab im Morgenland,1999,boardgame,"Arabian,Card Game",,5,2,10,10,10,10
3207,Respond!,2000,boardgame,"Card Game,Word Game",,6,2,30,30,30,8
3208,Dragonland,2002,boardgame,"Dice,Fantasy,Medieval","37.95, 22, 20, 25",4,2,45,45,45,9
3209,Pennant Race,1983,boardgame,"Dice,Negotiation,Sports","50, 45",12,1,10,10,10,12
3210,Hekla,2001,boardgame,Abstract Strategy,,4,2,45,45,45,10
3211,UFO,2002,boardgame,Card Game,,6,2,20,20,20,6
3213,Pagoda,2001,boardgame,"Abstract Strategy,Dice,Print & Play",,2,2,20,20,20,12
3214,Avalon Hill Game Company's Game of Trivia,1981,boardgame,"Party Game,Trivia",11,6,2,120,120,120,12
3215,Smart,1999,boardgame,Economic,3215,4,3,45,45,45,10
3217,The Three Stooges Trivia Game,2000,boardgame,"Dice,Movies / TV / Radio theme,Party Game,Trivia",,4,2,45,45,45,18
3218,The Arab-Israeli Wars,1977,boardgame,"Arabian,Modern Warfare,Wargame",30,2,2,240,240,240,14
3219,Demonworld,1999,boardgame,"Adventure,Fantasy,Medieval,Miniatures,Wargame","30, 200",6,2,120,120,120,12
3220,Lost World,1994,boardgame,"Novel-based,Prehistoric",,4,2,45,45,45,10
3221,Nieznaika on the Moon,1994,boardgame,Economic,,8,2,60,60,60,8
3222,Wizard of Oz's Emerald Town,1998,boardgame,"Fantasy,Novel-based",,4,1,45,45,45,10
3223,Sherlock Holmes Consulting Detective: Adventures by Gaslight,1986,boardgameexpansion,"Deduction,Expansion for Base-game,Murder/Mystery,Novel-based","125, 125",6,1,180,180,180,10
3224,Sherlock Holmes Consulting Detective: The Mansion Murders,1983,boardgameexpansion,"Deduction,Murder/Mystery,Novel-based",15,6,1,60,60,60,12
3225,Sherlock Holmes Consulting Detective: The Queen's Park Affair,1984,boardgameexpansion,"Deduction,Murder/Mystery,Novel-based","50, 33, 30",6,1,60,60,60,12
3226,Bowl Bound,1973,boardgame,"Dice,Sports",,4,1,60,60,60,12
3227,Sushi-Jalapeńo War,1994,boardgame,"Modern Warfare,Science Fiction,Wargame",90,4,2,120,120,120,12
3228,Pueblo,2002,boardgame,Abstract Strategy,249.99,4,2,60,60,60,10
3229,Il gioco dei Medici,1982,boardgame,"Economic,Negotiation,Renaissance",,6,4,240,240,240,12
3230,Tyros,2002,boardgame,"Ancient,Civilization,Nautical,Negotiation","15, 21, 24",4,3,90,90,90,10
3231,Die Sieben Weisen,2002,boardgame,"Card Game,Negotiation",45,5,3,90,90,90,12
3232,Fraggle Rock,1984,boardgame,"Children's Game,Movies / TV / Radio theme",,5,2,20,20,20,7
3233,Ballast,1998,boardgame,Action / Dexterity,,4,2,10,10,10,6
3234,Dschunke,2002,boardgame,Economic,,4,3,60,60,45,10
3236,WildLife,2002,boardgame,"Animals,Prehistoric",17,6,2,120,120,60,10
3237,Against the Reich,1986,boardgame,"Wargame,World War II","35, 30, 29",2,2,360,360,360,12
3238,Rally,1980,boardgame,"Racing,Sports",,6,2,120,120,120,10
3239,Nessie Hunt,1986,boardgame,Nautical,,5,1,60,60,60,0
3240,Victory at Sea,1992,boardgame,"Nautical,Wargame,World War II",,2,2,90,90,90,12
3241,Jack The Ripper,1983,boardgame,"Deduction,Murder/Mystery","55, 40",2,2,120,120,120,12
3242,Clash of the Gladiators,2002,boardgame,"Ancient,Fighting","24, 30",5,2,45,45,45,10
3243,Wooly Bully,2002,boardgame,"Animals,Bluffing,Farming,Puzzle",,4,2,30,30,30,7
3244,Hype,1985,boardgame,"Economic,Music",,6,2,90,90,90,10
3245,Cerberus: The Proxima Centauri Campaign,1979,boardgame,"Science Fiction,Wargame","54.95, 18, 10, 13",2,2,120,120,120,12
3246,Albion: Land of Faerie,1981,boardgame,"Fantasy,Wargame",,2,2,120,120,120,12
3247,Planet Busters,1982,boardgame,Science Fiction,40,4,2,60,60,60,10
3248,Citadel of Blood,1980,boardgame,"Adventure,Exploration,Fantasy,Fighting,Maze,Wargame",,6,1,30,30,30,10
3249,Rescue from the Hive,1981,boardgame,"Science Fiction,Wargame","10, 15, 35",2,1,60,60,60,12
3250,Runngus' Game,1980,boardgame,"Action / Dexterity,Science Fiction",,3,1,10,10,10,8
3251,Barbarian Kings,1980,boardgame,"Fantasy,Negotiation,Wargame","28, 30",5,2,120,120,120,12
3252,Beziehungskisten,1994,boardgame,Racing,,8,3,45,45,30,7
3253,Perpetual Notion,1993,boardgame,"Card Game,Word Game","25, 5",4,2,30,30,30,10
3254,Carrott's Canny Captions,1994,boardgame,"Humor,Movies / TV / Radio theme,Party Game",,6,3,30,30,30,0
3255,Cash Flow,1987,boardgame,Economic,,6,2,60,60,60,10
3256,King Tut,1994,boardgame,Action / Dexterity,,4,2,20,20,20,8
3257,Baywatch: The Game,1996,boardgame,"Movies / TV / Radio theme,Trivia",,6,2,30,30,30,0
3258,Alien Encounter,1998,boardgame,Abstract Strategy,,2,2,45,45,45,12
3259,Hoodwinked,1994,boardgame,"Action / Dexterity,Children's Game",,4,2,20,20,20,6
3260,Gaukelspiel,1998,boardgameexpansion,"Card Game,Expansion for Base-game",,4,3,30,30,30,10
3261,Little League Lunatics,1999,boardgame,"Card Game,Fighting",,2,2,45,45,45,10
3262,The Powerpuff Girls: Villains at Large Game,2000,boardgame,"Card Game,Movies / TV / Radio theme",14.98,4,2,30,30,30,8
3263,Ukraine '43,2000,boardgame,"Wargame,World War II","55.00, 49.95, 55, 29",4,2,360,360,360,12
3264,Crisis: A Twisted Laugh at Life,1991,boardgame,Humor,,4,2,60,60,60,10
3265,NUTS!,1998,boardgame,"Card Game,Wargame,World War II",,4,2,120,120,120,0
3266,Alien Autopsy,1997,boardgame,"Action / Dexterity,Children's Game",7,4,2,30,30,30,8
3267,Pizarro & Co.,2002,boardgame,"Exploration,Renaissance",,6,3,45,45,45,12
3268,Bunker Poker,1999,boardgame,Dice,20,4,2,20,20,20,9
3269,Clue: The Card Game,2002,boardgame,"Card Game,Deduction,Murder/Mystery","12.94, 13.95, 6, 20",5,3,45,45,45,8
3270,Lamarckian Poker,1997,boardgame,"Card Game,Prehistoric",,6,2,10,10,10,10
3271,Battlesuit,1983,boardgame,"Science Fiction,Wargame",,2,2,60,60,60,10
3272,Great Walls,2002,boardgame,"Abstract Strategy,Ancient",,4,2,60,60,60,0
3273,Cat Attack,2002,boardgame,"Adventure,Fighting,Party Game",,6,2,120,120,120,10
3275,Imperator,2002,boardgame,"Ancient,Wargame",,2,2,480,480,480,12
3276,Skittles,1801,boardgame,Action / Dexterity,,4,2,30,30,30,6
3277,Save Our Bureaucrats,1980,boardgame,"Economic,Political",,6,2,60,60,60,0
3278,Capital Punishment,1981,boardgame,Political,,4,2,60,60,60,0
3279,Magi-Nation Duel,2000,boardgame,"Card Game,Collectible Components,Fantasy",70,4,2,60,60,60,10
3280,Miss Universe,1997,boardgame,Economic,,4,2,45,45,45,0
3281,Gulliver's Travel,2000,boardgame,"Novel-based,Wargame",,2,2,45,45,45,8
3282,Web of Power: The Duel,2002,boardgameexpansion,"Card Game,Expansion for Base-game,Medieval,Print & Play,Territory Building",,2,2,30,30,30,12
3283,Kontor: 3 & 4 player expansion,2002,boardgameexpansion,"Expansion for Base-game,Nautical",,4,3,45,45,45,12
3284,Star Wars: Epic Duels,2002,boardgame,"Fighting,Miniatures,Movies / TV / Radio theme,Science Fiction","49.99, 221.99, 85, 100, 209",6,2,30,30,30,10
3285,Star Wars: Jedi Unleashed,2002,boardgame,"Dice,Fighting,Movies / TV / Radio theme,Science Fiction,Wargame","44.99, 19.95, 15, 10",5,2,45,45,45,8
3286,Holocaust,1980,boardgame,"Card Game,Fantasy,Fighting,Miniatures,Science Fiction",,6,2,60,60,60,12
3287,Vier auf einen Streich,2002,boardgame,"Children's Game,Memory",,4,2,10,10,10,4
3288,Odyssee,1995,boardgame,"Ancient,Nautical",,6,2,60,60,60,10
3289,Der Blaumilch-Kanal,1999,boardgame,Word Game,,6,3,90,90,90,12
3290,Maskenball Venezia,1999,boardgame,Card Game,,12,5,20,20,20,10
3291,Osiris,1995,boardgame,Ancient,,4,2,60,60,60,10
3292,Bloody Mary,1995,boardgame,"Card Game,Dice",,6,2,30,30,30,16
3293,König Artus Tafelrunde,1993,boardgame,Card Game,12,6,2,45,45,45,10
3294,Dumm Gelaufen!,1998,boardgame,Card Game,,6,2,30,30,30,10
3295,Athos,1993,boardgame,Abstract Strategy,20,4,2,45,45,45,12
3296,Plan-Cheroli,1991,boardgame,Abstract Strategy,,6,2,45,45,45,8
3297,Grabsch,1998,boardgame,"Card Game,Prehistoric,Real-time",4,4,2,20,20,20,6
3298,Schleck und weg!!,2002,boardgame,"Action / Dexterity,Children's Game",,6,3,10,10,10,4
3299,In Dubio Pro Reo,1995,boardgame,Card Game,,8,4,30,30,30,12
3300,Die Druiden,1995,boardgame,"Ancient,Fantasy",,5,2,45,45,45,10
3301,Denkste!?,1983,boardgame,"Abstract Strategy,Dice,Racing",,4,2,20,20,20,8
3302,Machu Picchu,1998,boardgame,Ancient,,4,2,40,40,40,12
3303,Ostindien Company,1996,boardgame,"Bluffing,Nautical",25,5,3,45,45,45,10
3304,Im Rampenlicht,1994,boardgame,Card Game,20,6,2,30,30,30,12
3305,Anticipation,1987,boardgame,Animals,,4,2,30,30,30,8
3306,Hack Attack,2000,boardgame,"Abstract Strategy,Deduction",10,2,2,10,10,10,10
3307,Wallenstein (first edition),2002,boardgame,"Economic,Renaissance,Territory Building","79.99, 99.16, 60, 20",5,3,150,150,150,12
3309,Air Cav,1985,boardgame,"Aviation / Flight,Modern Warfare,Wargame","35, 57",2,2,90,90,90,12
3310,Irono Ofubi,1995,boardgame,Abstract Strategy,,2,2,20,20,20,12
3311,Challenge the Zodiac,1997,boardgame,Trivia,,6,2,45,45,45,0
3312,1776,1974,boardgame,"Age of Reason,American Indian Wars,American Revolutionary War,Wargame",51.99,2,2,120,120,120,12
3313,Traverse,1987,boardgame,Abstract Strategy,10,4,2,30,30,30,7
3314,Lügenbeutel,1978,boardgame,"Bluffing,Card Game",,8,2,30,30,30,8
3315,Die LeuchtturmArchitekten,1995,boardgame,Card Game,20,4,2,30,30,30,0
3316,Prussia's Glory,2002,boardgame,"Age of Reason,Wargame","60, 60, 45",2,1,180,180,180,12
3317,Royal Hearts,2001,boardgame,Card Game,6,6,2,30,30,30,0
3318,Heave Ho!,2002,boardgame,"Card Game,Real-time",,2,2,45,45,45,10
3319,Neutreeko,2001,boardgame,"Abstract Strategy,Print & Play",,2,2,10,10,10,0
3320,The Game of Life: A Jedi's Path,2002,boardgame,"Movies / TV / Radio theme,Science Fiction","94.48, 10, 20, 15",4,2,60,60,60,9
3321,Die Pyramiden des Jaguar,2002,boardgame,Card Game,,2,2,45,45,45,10
3322,Soccerboss,1969,boardgame,Sports,,8,4,120,120,120,0
3323,Slapstick,1975,boardgame,"Children's Game,Movies / TV / Radio theme",,4,2,30,30,30,0
3324,Railroader,1963,boardgame,"American West,Children's Game,Racing,Trains",,4,2,60,60,60,8
3325,Chartbuster,1970,boardgame,Music,,6,2,120,120,120,0
3326,Frag Fire Zone,2002,boardgameexpansion,"Expansion for Base-game,Fighting,Science Fiction,Video Game Theme","25, 20, 25",6,2,45,45,45,12
3327,The Scotch Whisky Game,1988,boardgame,"Card Game,Economic,Trivia",,6,2,90,90,90,16
3329,Hans Dampf,1989,boardgame,"Racing,Trains",,8,4,30,30,30,10
3330,Peloton,1991,boardgame,"Racing,Sports",,12,1,30,30,30,10
3331,Die Perlen der Scheherazade,1992,boardgame,"Arabian,Racing","11, 11",6,3,60,60,60,10
3332,Karmas,1992,boardgame,Dice,,100,1,30,30,30,9
3334,Illegal,2000,boardgame,Card Game,,6,2,30,30,30,10
3335,Ganoven Jagd,1983,boardgame,"Abstract Strategy,Murder/Mystery",,2,2,20,20,20,8
3336,Hol's der Teufel,1996,boardgame,Card Game,,5,3,20,20,20,8
3337,Lobo 77,1993,boardgame,Card Game,,8,2,30,30,30,8
3338,Nimm's Leich!,1997,boardgame,"Bluffing,Card Game",5,6,3,20,20,20,10
3339,Diceland: Deep White Sea,2002,boardgame,"Action / Dexterity,Collectible Components,Dice,Fantasy,Fighting,Science Fiction",,5,2,20,20,20,10
3340,Hard Vacuum,2000,boardgame,"Fighting,Science Fiction,Wargame,World War II","25, 15",8,2,45,45,45,12
3341,Burn Rate,2002,boardgame,"Card Game,Economic",,4,2,45,45,45,13
3342,Soccerama,1968,boardgame,"Dice,Sports",,6,2,60,60,60,0
3343,Go For Broke,1965,boardgame,"Economic,Humor",5,4,2,60,60,60,10
3344,Lone Wolf and Cub Game,1989,boardgame,Adventure,,2,1,60,60,60,12
3345,Admiral On Deck,2001,boardgameexpansion,"Expansion for Base-game,Nautical,Print & Play,Wargame",,2,1,90,90,90,0
3346,Sea-Life,1997,boardgame,Card Game,,6,2,20,20,20,10
3347,Solo,1993,boardgame,Card Game,,10,2,30,30,30,6
3348,Santa Fe Rails,2001,boardgame,Trains,27,5,2,60,60,60,12
3349,Die Safeknacker,1996,boardgame,Card Game,,5,3,30,30,30,10
3350,Schaska,1973,boardgame,"Abstract Strategy,Racing",,2,2,20,20,20,10
3351,Wer ist der Täter?,1989,boardgame,"Card Game,Deduction,Murder/Mystery",,12,2,20,20,20,10
3352,Gouda! Gouda!,2002,boardgame,"Animals,Children's Game",8,6,2,45,45,45,8
3353,World War II: Barbarossa to Berlin,2002,boardgame,"Wargame,World War II","55.00, 139.50",2,2,420,420,420,14
3354,Tide of Fortune,1993,boardgame,"Wargame,World War II","19, 25",2,1,360,360,360,12
3355,Junk Yard,2002,boardgame,Abstract Strategy,,6,2,60,60,60,9
3356,Musketeers,1985,boardgame,"Fighting,Medieval,Wargame",,3,1,60,60,60,12
3357,Wie Hund und Katz!,2002,boardgame,"Animals,Card Game",,6,2,30,30,30,10
3358,Affenraffen,2002,boardgame,"Animals,Children's Game,Memory",,6,2,20,20,20,6
3359,Anagrams,1910,boardgame,Word Game,,6,2,45,45,45,8
3360,Lexicon,1933,boardgame,"Card Game,Game System,Word Game",,4,1,30,30,30,8
3362,Fast Freddy's Hong Kong Dice Game,1983,boardgame,Dice,,6,2,10,10,10,8
3364,Tripjat,1996,boardgame,Card Game,,3,2,30,30,30,0
